"date","state","previous_day_admission_influenza_confirmed","previous_day_admission_influenza_confirmed_coverage","previous_day_deaths_influenza","previous_day_deaths_influenza_coverage","previous_day_admission_adult_covid_confirmed","previous_day_admission_adult_covid_confirmed_coverage","previous_day_admission_pediatric_covid_confirmed","previous_day_admission_pediatric_covid_confirmed_coverage","deaths_covid","deaths_covid_coverage"
2020-01-01,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-01,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-01,"LA",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-01,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-01,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-01,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-01,"PR",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-01,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-01,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-02,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-02,"NV",1,59,0,59,132,59,0,59,29,59
2020-01-02,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-02,"PR",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-02,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-02,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-02,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-02,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-02,"LA",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-02,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-03,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-03,"PR",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-03,"NV",1,59,0,59,132,59,0,59,29,59
2020-01-03,"LA",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-03,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-03,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-03,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-03,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-03,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-03,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-04,"LA",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-04,"NV",1,59,0,59,132,59,0,59,29,59
2020-01-04,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-04,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-04,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-04,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-04,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-04,"AR",NA,0,NA,0,0,1,0,1,0,1
2020-01-04,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-04,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-04,"PR",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-05,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-05,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-05,"NV",1,59,0,59,132,59,0,59,29,59
2020-01-05,"AR",NA,0,NA,0,0,1,0,1,0,1
2020-01-05,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-05,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-05,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-05,"PR",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-05,"LA",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-05,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-05,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-06,"AR",NA,0,NA,0,0,1,0,1,0,1
2020-01-06,"NV",1,59,0,59,132,59,0,59,29,59
2020-01-06,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-06,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-06,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-06,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-06,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-06,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-06,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-07,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-07,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-07,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-07,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-07,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-07,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-07,"AR",NA,0,NA,0,0,1,0,1,0,1
2020-01-07,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-08,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-08,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-08,"AR",NA,0,NA,0,0,1,0,1,0,1
2020-01-08,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-08,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-08,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-08,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-08,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-09,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-09,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-09,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-09,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-09,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-09,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-09,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-10,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-10,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-10,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-10,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-10,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-10,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-10,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-11,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-11,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-11,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-11,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-11,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-11,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-11,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-12,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-12,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-12,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-12,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-12,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-12,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-12,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-13,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-13,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-13,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-13,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-13,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-13,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-13,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-14,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-14,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-14,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-14,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-14,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-14,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-14,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-15,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-15,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-15,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-15,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-15,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-15,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-15,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-16,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-16,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-16,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-16,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-16,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-16,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-16,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-17,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-17,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-17,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-17,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-17,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-17,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-17,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-18,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-18,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-18,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-18,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-18,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-18,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-18,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-19,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-19,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-19,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-19,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-19,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-19,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-19,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-20,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-20,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-20,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-20,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-20,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-20,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-20,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-21,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-21,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-21,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-21,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-21,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-21,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-21,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-22,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-22,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-22,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-22,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-22,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-22,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-22,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-23,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-23,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-23,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-23,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-23,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-23,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-23,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-24,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-24,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-24,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-24,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-24,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-24,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-24,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-24,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-25,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-25,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-25,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-25,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-25,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-25,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-25,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-25,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-26,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-26,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-26,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-26,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-26,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-26,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-26,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-26,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-27,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-27,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-27,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-27,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-27,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-27,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-27,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-27,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-28,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-28,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-28,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-28,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-28,"WV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-28,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-28,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-28,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-28,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-29,"WV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-29,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-29,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-29,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-29,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-29,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-29,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-29,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-29,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-30,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-30,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-30,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-30,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-30,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-30,"WV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-30,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-30,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-30,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-31,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-31,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-31,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-31,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-31,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-31,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-01-31,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-31,"WV",NA,0,NA,0,NA,0,NA,0,0,1
2020-01-31,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-01,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-01,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-01,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-01,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-01,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-01,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-01,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-01,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-01,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-01,"WV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-02,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-02,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-02,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-02,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-02,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-02,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-02,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-02,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-02,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-03,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-03,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-03,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-03,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-03,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-03,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-03,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-03,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-03,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-04,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-04,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-04,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-04,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-04,"TX",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-04,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-04,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-04,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-04,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-04,"CA",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-05,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-05,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-05,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-05,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-05,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-05,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-05,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-05,"CA",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-05,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-05,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-06,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-06,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-06,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-06,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-06,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-06,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-06,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-06,"CA",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-06,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-06,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-07,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-07,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-07,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-07,"CA",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-07,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-07,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-07,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-07,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-07,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-07,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-08,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-08,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-08,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-08,"CA",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-08,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-08,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-08,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-08,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-08,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-08,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-09,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-09,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-09,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-09,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-09,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-09,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-09,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-09,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-09,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-10,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-10,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-10,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-10,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-10,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-10,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-10,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-10,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-10,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-11,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-11,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-11,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-11,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-11,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-11,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-11,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-11,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-11,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-12,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-12,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-12,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-12,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-12,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-12,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-12,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-12,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-12,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-13,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-13,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-13,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-13,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-13,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-13,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-13,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-13,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-13,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-14,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-14,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-14,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-14,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-14,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-14,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-14,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-14,"KS",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-14,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-15,"KS",NA,0,NA,0,NA,0,NA,0,0,2
2020-02-15,"AL",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-15,"MN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-15,"NC",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-15,"HI",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-15,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-15,"NV",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-15,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-15,"TX",NA,0,NA,0,NA,0,NA,0,NA,0
2020-02-16,"IN",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-16,"MT",NA,0,NA,0,NA,0,NA,0,0,1
2020-02-16,"KS",NA,0,NA,0,NA,0,NA,0,0,2
